focus_session_length_minutes,break_frequency_per_hour,after_hours_activity_minutes,communication_sentiment_score,department,wellness_label
55.3,0.32,22.6,0.611,engineering,Stressed
58.9,0.95,10.1,0.713,marketing,Healthy
41.8,0.35,48.4,0.4,engineering,Stressed
24.3,0.11,0,0.448,marketing,Burnout
34.6,0.22,97.5,0.276,engineering,Burnout
34.3,0.12,69.5,0.388,hr,Burnout
32.0,1.16,4.5,0.786,product,Healthy
28.3,0.45,84.9,0.386,sales,Stressed
55.6,1.08,12.6,0.936,hr,Healthy
1.6,0.52,100.6,0.527,product,Stressed
55.1,0.58,63.2,0.351,product,Stressed
23.1,0.18,71.5,0.463,product,Burnout
25.9,0.31,126.0,0.564,hr,Stressed
27.5,0.02,78.1,0.311,engineering,Burnout
26.6,0.5,56.8,0.363,engineering,Stressed
45.7,0.55,60.0,0.633,sales,Stressed
38.8,0.4,52.1,0.509,marketing,Stressed
27.3,0.34,56.6,0.445,sales,Stressed
68.3,1.43,14.0,0.69,product,Healthy
5.7,0.17,120.8,0.318,hr,Burnout
53.2,1.48,21.1,0.983,marketing,Healthy
4.5,0.21,48.3,0.563,sales,Stressed
34.7,1.06,7.9,0.71,sales,Healthy
36.5,0.31,94.8,0.431,product,Burnout
14.5,0.1,70.5,0.209,product,Burnout
44.1,0.53,13.8,0.701,hr,Healthy
20.4,0.43,49.8,0.382,engineering,Stressed
47.5,1.18,12.3,0.765,engineering,Healthy
52.4,1.18,7.8,0.892,hr,Healthy
45.4,1.71,19.1,0.812,hr,Healthy
47.5,0.71,64.0,0.394,product,Stressed
45.1,1.77,22.5,0.856,product,Healthy
70.1,1.65,17.2,0.959,hr,Healthy
15.3,0.22,37.0,0.451,product,Burnout
21.7,0.4,71.3,0.116,product,Burnout
49.2,0.2,120.2,0.612,product,Stressed
16.6,0.13,51.6,0.242,marketing,Burnout
21.0,0.12,89.7,0.418,product,Burnout
47.1,0.44,91.2,0.446,engineering,Stressed
4.5,0.31,80.4,0.519,product,Stressed
37.2,1.11,21.8,0.993,marketing,Healthy
42.7,1.11,12.3,0.814,hr,Healthy
50.3,1.01,0,0.846,engineering,Healthy
17.6,0.46,28.6,0.168,hr,Burnout
38.6,0.22,60.0,0.52,engineering,Burnout
69.1,1.16,11.1,0.8,marketing,Healthy
48.7,1.12,16.6,0.709,marketing,Healthy
13.1,0.15,105.1,0.349,sales,Burnout
13.7,0.41,77.4,0.576,product,Stressed
44.3,0.52,2.5,0.545,sales,Stressed
15.4,0.27,51.8,0.357,product,Burnout
45.2,0.5,24.3,0.78,product,Healthy
2.3,0.33,80.6,0.467,marketing,Burnout
12.7,0.4,38.3,0.469,engineering,Stressed
43.0,0.69,48.5,0.6,product,Stressed
19.3,0.35,104.2,0.31,hr,Burnout
50.6,1.04,32.4,0.761,sales,Healthy
34.4,0.64,69.8,0.687,marketing,Stressed
49.5,1.12,6.9,0.842,marketing,Healthy
47.0,0.23,59.1,0.375,hr,Stressed
22.8,0.26,64.6,0.268,marketing,Stressed
13.2,0.27,183.8,0.269,product,Burnout
67.5,0.76,71.7,0.484,hr,Stressed
25.4,0.47,85.9,0.582,sales,Stressed
53.4,0.2,80.5,0.52,hr,Stressed
47.9,0.72,71.1,0.642,engineering,Stressed
11.8,0.83,46.4,0.339,product,Stressed
55.7,1.04,17.5,0.872,hr,Healthy
43.4,0.19,46.8,0.561,hr,Stressed
52.3,1.88,20.6,0.919,product,Healthy
45.0,1.29,21.0,0.843,sales,Healthy
57.2,1.5,0.6,0.883,engineering,Healthy
55.9,1.18,18.3,0.724,hr,Healthy
26.7,0.33,31.1,0.338,marketing,Stressed
54.8,0.1,108.1,0.704,marketing,Stressed
29.3,0.45,76.5,0.599,hr,Stressed
32.8,0.46,74.2,0.533,hr,Stressed
36.4,0.83,5.0,0.55,hr,Healthy
11.4,0.68,17.7,0.503,hr,Stressed
8.0,0.27,74.3,0.231,hr,Burnout
54.2,0.98,25.3,0.866,sales,Healthy
13.1,0.23,113.3,0.2,product,Burnout
23.3,0.32,134.7,0.291,sales,Burnout
26.3,0.44,42.7,0.769,product,Stressed
18.1,0.23,75.0,0.239,product,Burnout
48.7,0.64,28.0,0.948,product,Healthy
36.7,0.87,13.5,0.85,hr,Healthy
59.4,1.64,21.8,0.781,marketing,Healthy
19.2,0.25,90.8,0.24,engineering,Burnout
54.2,2.0,20.2,0.84,hr,Healthy
16.4,0.35,98.8,0.272,hr,Burnout
37.0,0.22,117.8,0.089,sales,Stressed
50.5,0.47,61.1,0.819,marketing,Stressed
27.3,0.32,51.2,0.619,engineering,Stressed
56.9,0.79,2.1,0.879,sales,Healthy
20.7,0.19,101.8,0.344,marketing,Burnout
24.4,0.22,142.8,0.346,engineering,Burnout
36.8,1.18,12.3,1.0,engineering,Healthy
16.0,0.31,93.4,0.264,hr,Stressed
39.3,0.3,4.2,0.839,marketing,Healthy
66.3,1.13,12.7,0.672,sales,Healthy
68.7,1.16,14.9,0.844,hr,Healthy
47.0,1.23,28.1,0.88,hr,Healthy
12.5,0.35,83.6,0.372,sales,Burnout
41.1,1.48,20.1,0.697,hr,Healthy
37.8,1.63,0,0.709,product,Healthy
21.4,0.43,49.0,0.562,engineering,Stressed
23.3,0.3,93.0,0.13,product,Burnout
28.3,0.52,43.8,0.35,engineering,Stressed
28.5,0.67,79.3,0.59,product,Stressed
20.9,0.25,66.4,0.235,sales,Burnout
45.2,0.31,66.6,0.69,sales,Stressed
42.5,0.65,76.2,0.343,product,Stressed
31.3,0.5,48.7,0.474,engineering,Stressed
48.7,0.34,63.6,0.204,sales,Stressed
40.5,1.09,4.7,0.896,hr,Healthy
33.5,0.45,66.8,0.536,hr,Stressed
49.5,1.53,11.7,0.719,engineering,Healthy
43.0,1.27,23.1,0.75,hr,Healthy
49.0,1.26,0,0.711,product,Healthy
55.5,1.32,3.1,0.798,marketing,Healthy
18.6,0.36,69.5,0.335,sales,Burnout
57.4,1.35,10.4,0.89,sales,Healthy
25.9,0.34,94.3,0.217,product,Burnout
19.4,0.4,91.1,0.197,marketing,Burnout
58.3,1.44,3.3,0.765,product,Healthy
42.2,1.51,14.0,0.703,marketing,Healthy
42.0,0.51,5.0,0.935,marketing,Healthy
6.9,0.63,50.2,0.541,product,Stressed
62.9,0.25,62.3,0.514,engineering,Stressed
48.8,1.32,15.4,0.621,hr,Healthy
15.9,0.26,74.9,0.345,sales,Burnout
17.9,0.41,82.6,0.62,marketing,Stressed
23.5,0.66,49.2,0.423,hr,Stressed
34.1,0.28,78.4,0.637,sales,Stressed
40.7,1.17,7.6,0.785,sales,Healthy
29.2,0.15,104.1,0.042,product,Burnout
50.2,1.5,27.5,0.793,product,Healthy
36.8,1.01,21.3,0.927,engineering,Healthy
20.3,0.78,30.7,0.58,sales,Stressed
59.6,1.89,13.1,0.713,hr,Healthy
38.0,1.07,24.8,0.95,marketing,Healthy
42.2,1.47,20.4,0.786,sales,Healthy
45.8,0.49,0,0.532,sales,Stressed
18.4,0.13,141.5,0.128,marketing,Burnout
36.3,1.21,18.1,0.652,engineering,Healthy
10.8,0.4,36.6,0.229,hr,Burnout
13.2,0.16,80.6,0.27,hr,Burnout
36.0,0.52,13.9,0.872,hr,Healthy
26.0,0.31,124.7,0.606,product,Stressed
52.2,1.2,2.3,0.875,marketing,Healthy
48.2,1.09,18.3,0.713,sales,Healthy
20.5,0.22,53.0,0.395,marketing,Burnout
51.5,0.88,9.0,0.889,hr,Healthy
27.0,0.61,54.1,0.331,marketing,Stressed
59.7,1.25,13.9,0.89,hr,Healthy
30.5,0.3,32.4,0.398,product,Stressed
44.8,1.2,3.8,0.729,engineering,Healthy
25.9,0.81,36.4,0.621,product,Stressed
13.3,0.17,39.6,0.466,hr,Burnout
36.4,0.67,22.5,0.613,product,Stressed
31.5,0.65,54.4,0.538,product,Stressed
13.7,0.11,130.3,0.366,marketing,Burnout
55.6,1.54,14.7,0.929,product,Healthy
37.1,0.47,40.5,0.49,product,Stressed
40.6,0.7,44.4,0.335,marketing,Stressed
14.8,0.32,29.5,0.695,marketing,Stressed
58.9,1.48,14.9,0.801,engineering,Healthy
10.8,0.12,58.5,0.297,sales,Burnout
32.4,0.41,63.7,0.481,marketing,Stressed
16.7,0.01,46.5,0.346,engineering,Burnout
73.9,1.38,18.0,0.802,product,Healthy
64.5,1.34,28.0,0.864,hr,Healthy
42.2,1.08,21.5,0.794,engineering,Healthy
41.2,0.29,51.2,0.419,hr,Stressed
29.2,0.11,40.0,0.43,engineering,Stressed
59.2,1.48,35.7,0.828,marketing,Healthy
23.0,0.38,44.4,0.19,engineering,Burnout
24.7,0.15,116.9,0.242,hr,Burnout
30.1,0.14,95.9,0.609,engineering,Stressed
56.4,1.21,0,0.912,engineering,Healthy
32.7,0.59,52.3,0.256,product,Stressed
34.9,0.6,95.1,0.518,marketing,Stressed
44.0,0.9,10.9,0.829,engineering,Healthy
39.3,0.23,65.6,0.413,marketing,Stressed
30.8,0.1,73.7,0.286,engineering,Burnout
52.5,0.56,30.4,0.879,hr,Stressed
32.2,0.35,80.2,0.322,hr,Burnout
48.6,1.41,12.0,0.715,hr,Healthy
49.3,0.32,66.3,0.558,sales,Stressed
21.4,0.07,102.4,0.381,marketing,Burnout
42.2,0.35,82.9,0.317,engineering,Stressed
31.6,0.93,18.6,0.838,marketing,Stressed
54.7,1.46,22.2,0.803,hr,Healthy
62.3,0.04,91.4,0.627,sales,Stressed
37.8,0.26,58.9,0.474,marketing,Stressed
26.4,0.24,4.2,0.346,marketing,Burnout
26.1,0.41,50.5,0.515,product,Stressed
45.6,0.35,60.0,0.42,sales,Stressed
10.8,0.17,67.8,0.222,product,Burnout
41.6,1.03,12.6,0.759,product,Healthy
53.5,1.95,11.8,0.699,engineering,Healthy
40.3,0.38,76.8,0.283,marketing,Stressed
46.9,0.63,39.5,0.272,hr,Stressed
47.4,0.97,31.1,0.732,marketing,Healthy
33.0,0.48,69.5,0.465,marketing,Stressed
28.0,0.41,82.0,0.201,hr,Burnout
26.0,0.55,21.6,0.698,engineering,Stressed
13.8,0.26,49.8,0.258,marketing,Burnout
18.9,0.13,39.9,0.407,engineering,Burnout
30.4,0.27,98.4,0.2,product,Burnout
45.3,1.3,8.9,0.768,hr,Healthy
22.3,0.31,39.1,0.246,sales,Burnout
31.6,0.33,65.8,0.604,hr,Stressed
19.7,0.23,127.9,0.353,sales,Burnout
10.9,0.32,159.5,0.408,engineering,Burnout
37.1,0.16,34.8,0.257,hr,Stressed
27.7,0,89.7,0.23,marketing,Burnout
14.1,0.27,48.6,0.319,engineering,Burnout
24.8,0.27,107.8,0.356,engineering,Burnout
28.2,0.17,74.8,0.338,sales,Burnout
22.5,0.1,175.3,0.465,product,Burnout
12.4,0.23,128.1,0.173,hr,Burnout
38.1,0.73,67.3,0.56,hr,Stressed
28.5,0.27,117.4,0.221,sales,Burnout
4.6,0.81,5.6,0.332,marketing,Stressed
23.1,0.21,77.5,0.296,engineering,Burnout
63.3,1.32,18.3,0.843,sales,Healthy
56.2,1.0,23.1,0.747,sales,Healthy
29.6,0.58,67.1,0.488,hr,Stressed
30.0,0.15,42.6,0.324,product,Stressed
43.5,0.41,73.2,0.586,sales,Stressed
21.0,0.15,156.9,0.399,sales,Burnout
16.4,0.14,141.4,0.325,product,Burnout
61.9,1.0,4.0,0.668,marketing,Healthy
15.5,0,50.9,0.156,marketing,Burnout
10.2,0.2,102.6,0.284,product,Burnout
49.3,1.26,18.6,0.534,marketing,Healthy
41.4,1.16,17.9,1.0,hr,Healthy
51.7,1.17,17.7,0.73,marketing,Healthy
66.7,1.39,21.6,0.854,engineering,Healthy
11.6,0.42,58.5,0.567,engineering,Stressed
59.4,1.18,31.4,0.647,hr,Healthy
15.1,0.65,62.1,0.623,engineering,Stressed
28.2,0.25,76.9,0.139,marketing,Burnout
18.5,0.31,53.0,0.732,hr,Stressed
34.4,0.18,96.2,0.218,marketing,Burnout
51.0,1.69,11.4,0.823,product,Healthy
41.5,0.39,53.0,0.16,sales,Stressed
31.8,0.24,40.3,0.326,engineering,Burnout
44.8,1.0,11.6,0.908,engineering,Healthy
60.7,1.45,35.5,0.988,marketing,Healthy
28.7,0.25,82.3,0.308,engineering,Burnout
29.7,0.9,0,0.881,engineering,Healthy
70.5,0.87,24.4,0.649,hr,Healthy
42.9,0.8,37.0,0.521,marketing,Stressed
19.8,0.01,0,0.209,marketing,Burnout
15.5,0.12,107.1,0.284,marketing,Burnout
40.7,1.26,16.9,0.659,hr,Healthy
51.0,1.11,16.9,0.789,product,Healthy
62.9,1.12,12.6,0.863,marketing,Healthy
39.3,0.38,69.5,0.556,product,Stressed
1.9,0.34,76.4,0.404,sales,Stressed
31.6,0.19,157.4,0.188,product,Burnout
28.6,0.63,77.9,0.671,marketing,Stressed
35.8,0.31,68.3,0.451,marketing,Stressed
32.9,0.31,85.5,0.704,marketing,Stressed
41.1,0.44,88.8,0.284,product,Stressed
26.1,0.42,59.0,0.513,hr,Stressed
30.3,0.62,35.7,0.307,hr,Stressed
50.3,0.65,43.1,0.293,product,Stressed
33.5,0.95,18.4,0.644,sales,Healthy
16.9,0.23,85.1,0.329,marketing,Burnout
51.2,1.33,20.4,0.898,sales,Healthy
20.6,0.2,129.4,0.29,engineering,Burnout
43.9,1.23,0.2,0.74,engineering,Healthy
50.3,1.83,9.4,0.758,sales,Healthy
39.6,1.26,23.8,0.784,sales,Healthy
37.8,0.21,105.8,0.267,product,Burnout
18.1,0.51,47.7,0.461,hr,Stressed
34.9,0.55,25.0,0.487,hr,Stressed
35.6,0.74,49.2,0.26,hr,Stressed
36.9,0.81,21.1,0.754,marketing,Healthy
16.0,0.19,89.3,0.311,sales,Burnout
19.3,0.15,102.3,0.413,marketing,Burnout
17.1,0.3,74.9,0.289,marketing,Burnout
57.3,0.34,45.7,0.26,hr,Stressed
46.7,0.36,75.7,0.58,engineering,Stressed
49.3,0.48,63.9,0.432,sales,Stressed
53.9,1.08,3.1,0.805,engineering,Healthy
17.4,0.51,87.9,0.513,product,Stressed
0.6,0.22,61.9,0.571,sales,Stressed
52.8,1.76,11.0,0.721,hr,Healthy
41.6,1.11,0,0.897,sales,Healthy
55.7,1.52,14.4,0.865,marketing,Healthy
41.5,0.86,4.7,0.783,engineering,Healthy
39.5,0.33,72.0,0.661,engineering,Stressed
49.6,1.23,18.3,0.69,marketing,Healthy
9.1,0.32,48.1,0.492,product,Stressed
34.2,0.22,64.3,0.111,marketing,Burnout
56.0,1.03,19.1,0.787,product,Healthy
35.8,1.37,29.7,0.731,engineering,Healthy
36.1,0.7,74.4,0.495,engineering,Stressed
21.4,0.08,182.0,0.32,product,Burnout
21.7,0.08,107.0,0.373,sales,Burnout
10.0,0.18,23.9,0.37,product,Burnout
12.6,0.25,110.0,0.358,hr,Burnout
34.2,0.02,56.8,0.555,engineering,Stressed
18.9,0.37,111.3,0.196,marketing,Burnout
48.5,1.34,10.4,0.809,hr,Healthy
39.1,0.15,87.3,0.228,marketing,Burnout
43.3,0.39,80.9,0.397,product,Stressed
26.7,0.22,79.5,0.371,marketing,Burnout
54.4,0.81,83.3,0.426,sales,Stressed
25.9,0.11,167.0,0.569,marketing,Burnout
23.4,0.4,145.9,0.276,hr,Burnout
45.5,1.39,6.1,0.724,marketing,Healthy
45.3,0.06,85.1,0.373,sales,Stressed
19.0,0.23,0,0.206,hr,Burnout
29.8,0,138.1,0.256,hr,Burnout
46.6,1.39,21.5,0.836,marketing,Healthy
60.9,0.35,48.7,0.562,marketing,Stressed
16.9,0.2,76.7,0.438,marketing,Burnout
59.4,0.58,28.5,0.619,marketing,Stressed
26.3,0.18,94.5,0.208,product,Burnout
29.1,0.52,40.2,0.652,hr,Stressed
12.4,0.16,81.1,0.327,product,Burnout
70.7,1.11,33.5,0.81,sales,Healthy
24.2,0.18,33.1,0.386,hr,Burnout
49.3,1.76,9.6,0.682,product,Healthy
25.3,0.48,82.4,0.458,sales,Stressed
51.4,0.76,89.6,0.361,sales,Stressed
37.6,1.71,0,0.78,product,Healthy
29.0,0.33,115.7,0.275,marketing,Burnout
47.4,0.65,70.2,0.458,marketing,Stressed
49.3,0.99,23.5,0.963,engineering,Healthy
0,0.3,92.4,0.256,product,Burnout
35.8,0.15,119.2,0.26,engineering,Burnout
57.0,1.17,16.3,0.741,marketing,Healthy
53.3,0.53,54.2,0.493,sales,Stressed
34.0,0.92,23.4,0.769,sales,Healthy
17.9,0.32,91.9,0.349,engineering,Burnout
29.6,0.11,105.8,0.166,engineering,Burnout
39.6,0.55,44.9,0.516,hr,Stressed
49.8,0.19,65.1,0.454,product,Stressed
32.6,0.87,15.7,0.734,hr,Healthy
71.7,0.43,32.1,0.619,product,Stressed
27.3,0.17,110.3,0.327,hr,Burnout
17.8,0.21,136.3,0.503,product,Burnout
44.5,0.21,45.1,0.685,hr,Stressed
45.5,0.48,64.4,0.309,engineering,Stressed
31.1,0.38,64.3,0.712,product,Stressed
5.3,0.21,126.7,0.091,marketing,Burnout
25.5,0.71,70.3,0.575,engineering,Stressed
39.1,0.89,7.4,0.783,hr,Healthy
36.3,0.62,108.7,0.406,hr,Stressed
26.6,0.47,71.6,0.311,hr,Stressed
48.1,1.95,7.9,0.762,product,Healthy
59.1,1.37,13.2,0.669,product,Healthy
38.4,0.59,44.2,0.38,sales,Stressed
13.1,0.2,72.0,0.32,product,Burnout
14.7,0.13,107.4,0.129,engineering,Burnout
48.4,1.02,6.7,0.793,hr,Healthy
59.7,0.97,14.4,0.808,engineering,Healthy
10.7,0.14,54.7,0.324,marketing,Burnout
57.9,1.69,14.7,0.6,engineering,Healthy
52.6,0.5,47.9,0.565,hr,Stressed
17.0,0.5,81.9,0.418,hr,Stressed
61.0,1.42,35.4,0.685,engineering,Healthy
43.1,0.18,47.1,0.57,product,Stressed
27.6,0.19,107.3,0.358,product,Burnout
36.5,0.23,163.7,0.46,marketing,Burnout
21.4,0.26,124.3,0.114,hr,Burnout
0,0.51,145.4,0.674,product,Stressed
66.0,1.57,9.5,0.824,product,Healthy
18.5,0.14,122.2,0.096,sales,Burnout
26.8,0,75.2,0.293,engineering,Burnout
49.9,0.95,9.0,0.732,sales,Healthy
43.4,1.64,9.5,0.74,marketing,Healthy
23.8,0.03,95.1,0.085,sales,Burnout
50.8,0.66,57.8,0.739,product,Stressed
61.2,1.08,21.3,0.828,product,Healthy
17.2,0.34,37.1,0.187,product,Burnout
43.2,0.47,37.7,0.839,marketing,Healthy
27.6,0.21,66.1,0.247,engineering,Burnout
25.7,0.51,54.9,0.434,sales,Stressed
56.6,1.24,3.7,0.779,engineering,Healthy
15.7,0.22,138.0,0.506,marketing,Burnout
43.3,1.06,14.9,0.63,hr,Healthy
28.0,0.53,19.4,0.646,engineering,Stressed
56.6,0.53,52.1,0.488,product,Stressed
19.1,0.22,108.4,0.173,hr,Burnout
37.7,0.05,74.2,0.467,sales,Burnout
61.6,0.88,16.9,0.649,sales,Healthy
38.5,1.38,13.0,0.774,marketing,Healthy
17.2,0.19,114.7,0.22,product,Burnout
44.5,0.93,20.9,0.86,marketing,Healthy
22.4,0.36,57.6,0.377,hr,Burnout
30.9,0.92,43.6,0.13,product,Stressed
20.4,0.17,53.9,0.412,sales,Burnout
46.2,0.58,21.9,0.82,product,Healthy
65.3,1.19,13.4,0.813,hr,Healthy
61.4,1.64,25.5,0.683,product,Healthy
24.2,0.07,64.0,0.239,product,Burnout
27.1,0.12,93.0,0.164,engineering,Burnout
34.9,1.38,0,0.665,marketing,Healthy
38.2,0.29,82.8,0.54,marketing,Stressed
37.6,0.66,58.0,0.351,hr,Stressed
22.9,0.43,56.1,0.471,hr,Stressed
13.4,0.23,0,0.399,product,Burnout
55.6,0.94,12.4,0.683,product,Healthy
59.7,0.67,37.8,0.699,hr,Stressed
44.5,0.74,91.8,0.684,engineering,Stressed
54.3,1.08,18.9,0.79,engineering,Healthy
48.0,1.06,13.0,0.884,sales,Healthy
1.5,0.29,76.9,0.402,sales,Burnout
38.2,1.12,0,0.959,product,Healthy
42.0,0.52,97.6,0.535,product,Stressed
21.1,0.07,170.0,0.38,hr,Burnout
28.8,0.24,129.7,0.38,hr,Burnout
43.3,0.68,32.1,0.21,sales,Stressed
27.7,0.17,54.1,0.411,hr,Burnout
47.4,1.4,25.9,0.84,product,Healthy
16.9,0.18,43.8,0.436,product,Burnout
54.6,1.25,12.1,0.625,engineering,Healthy
60.5,1.33,2.0,0.786,marketing,Healthy
39.4,0.09,111.7,0.5,marketing,Burnout
14.8,0.21,92.0,0.302,marketing,Burnout
48.5,0.96,4.4,0.836,sales,Healthy
0,0.28,116.6,0.438,hr,Burnout
45.4,0.64,20.6,0.722,product,Healthy
49.0,1.63,5.5,0.765,product,Healthy
35.6,0.48,56.2,0.493,engineering,Stressed
50.2,1.68,15.1,0.731,engineering,Healthy
10.1,0.35,44.9,0.438,engineering,Burnout
13.6,0.21,97.4,0.435,engineering,Burnout
17.9,0.44,46.2,0.548,engineering,Stressed
18.7,0.15,64.9,0.163,product,Burnout
30.0,0.09,92.6,0.304,engineering,Stressed
20.9,0.2,110.7,0.422,engineering,Burnout
1.5,0.54,72.2,0.508,engineering,Stressed
46.7,1.64,21.2,0.66,product,Healthy
33.6,1.73,3.8,0.753,engineering,Healthy
1.8,0.17,135.3,0.299,engineering,Burnout
16.9,0.2,65.2,0.42,product,Burnout
30.7,1.62,5.1,0.652,hr,Healthy
63.6,1.47,13.9,0.72,product,Healthy
0,0.55,50.9,0.451,product,Stressed
38.4,0.61,63.3,0.703,hr,Stressed
57.8,0.62,5.4,0.871,marketing,Healthy
30.6,0.36,54.8,0.416,sales,Stressed
56.0,1.31,8.3,0.808,marketing,Healthy
26.1,0.54,51.5,0.44,marketing,Stressed
54.5,0.2,17.2,0.501,engineering,Stressed
19.0,0.16,96.7,0.363,sales,Burnout
50.8,0.82,29.8,0.646,engineering,Healthy
25.9,0.11,113.7,0.407,marketing,Burnout
26.1,0.01,23.5,0.211,product,Burnout
53.3,1.08,6.3,0.773,product,Healthy
13.0,0.37,180.2,0.269,product,Burnout
12.3,0.49,82.9,0.489,sales,Stressed
21.2,0.14,76.3,0.283,hr,Burnout
15.4,0.18,142.3,0.415,engineering,Burnout
21.9,0.26,69.2,0.294,hr,Burnout
43.5,0.34,54.3,0.351,engineering,Stressed
22.6,0.26,103.1,0.238,hr,Burnout
29.1,0.56,42.9,0.32,marketing,Stressed
57.2,1.25,14.9,0.642,sales,Healthy
18.2,0.19,122.4,0.411,hr,Burnout
40.0,1.07,27.1,0.795,product,Healthy
39.7,0.57,43.7,0.417,engineering,Stressed
24.9,0.28,86.9,0.378,marketing,Burnout
25.1,0.47,71.7,0.311,marketing,Stressed
12.3,0.23,63.8,0.252,engineering,Burnout
19.8,0.16,124.9,0.26,engineering,Burnout
14.8,0.18,152.8,0.2,marketing,Burnout
31.8,0.36,111.1,0.812,engineering,Stressed
36.7,0.5,58.6,0.493,marketing,Stressed
13.7,0.25,101.9,0.367,product,Burnout
31.7,0.74,24.4,0.393,hr,Stressed
40.0,1.0,18.5,0.838,marketing,Healthy
44.7,1.26,15.5,0.644,engineering,Healthy
44.6,0.24,83.1,0.543,hr,Stressed
55.4,1.11,19.5,0.882,product,Healthy
49.1,0.99,19.0,0.837,marketing,Healthy
31.3,1.25,4.4,0.807,product,Healthy
22.9,0.35,5.9,0.145,marketing,Burnout
49.8,1.1,20.0,0.676,marketing,Healthy
28.1,0,24.9,0.37,engineering,Burnout
18.5,0.09,185.0,0.183,marketing,Burnout
18.7,0.32,24.8,0.533,sales,Stressed
26.9,0.26,101.8,0.268,engineering,Burnout
34.2,0.28,70.8,0.652,product,Stressed
41.2,0.76,46.4,0.673,sales,Stressed
58.2,1.06,30.5,0.811,sales,Healthy
56.1,0.69,71.5,0.654,hr,Stressed
54.3,0.22,18.3,0.468,marketing,Stressed
19.8,0.28,29.1,0.349,marketing,Burnout
25.2,0.11,104.1,0.362,marketing,Burnout
49.3,1.11,10.2,0.833,hr,Healthy
15.8,0.2,71.7,0.365,product,Burnout
33.3,0.57,16.4,0.628,engineering,Stressed
45.9,0.91,22.8,0.876,sales,Healthy
18.1,0.59,26.7,0.575,marketing,Stressed
28.5,0.27,63.0,0.313,sales,Stressed
23.3,0.14,92.0,0.457,sales,Burnout
60.3,1.39,30.4,0.589,engineering,Healthy
24.4,0.17,100.0,0.297,engineering,Burnout
41.3,1.15,12.3,0.848,sales,Healthy
14.1,0.05,82.5,0.291,marketing,Burnout
13.1,0.17,55.8,0.179,marketing,Burnout
15.5,0.64,58.0,0.467,engineering,Stressed
14.6,0.17,45.1,0.205,engineering,Burnout
14.8,0.15,30.1,0.227,engineering,Burnout
31.0,0.6,71.8,0.436,marketing,Stressed
9.4,0.21,148.3,0.199,marketing,Burnout
18.1,0.19,160.7,0.328,engineering,Burnout
41.4,0.51,36.9,0.48,hr,Stressed
19.7,0.19,97.8,0.41,engineering,Burnout
53.9,0.58,51.3,0.281,product,Stressed
46.0,0.55,30.0,0.797,engineering,Healthy
25.5,0.01,52.0,0.376,marketing,Burnout
17.3,0.3,155.2,0.21,product,Burnout
23.3,0.25,88.8,0.444,marketing,Burnout
8.6,0.24,100.2,0.13,product,Burnout
10.0,0.87,103.1,0.496,sales,Stressed
49.2,1.3,19.8,0.821,hr,Healthy
32.9,0,12.9,0.637,engineering,Stressed
55.3,1.18,34.5,0.822,hr,Healthy
51.6,1.2,18.8,0.73,sales,Healthy
26.6,0.16,117.2,0.465,marketing,Burnout
16.1,0.13,84.2,0.268,product,Burnout
8.6,0.25,138.6,0.342,hr,Burnout
21.2,0.18,107.2,0.36,hr,Burnout
41.7,0.93,0.5,0.832,engineering,Healthy
15.0,0.46,37.5,0.524,engineering,Stressed
29.1,0.39,78.2,0.324,sales,Stressed
59.5,1.25,7.7,0.737,sales,Healthy
1.6,0.22,99.8,0.085,hr,Burnout
4.7,0.03,148.9,0.358,sales,Burnout
55.7,0.7,8.8,0.663,product,Healthy
24.9,0.37,104.1,0.58,product,Stressed
47.7,0.72,45.4,0.717,sales,Stressed
47.3,0.6,43.8,0.437,marketing,Stressed
25.6,0.05,26.5,0.109,hr,Burnout
15.2,0.05,98.2,0.229,product,Burnout
44.5,1.53,8.5,0.679,sales,Healthy
32.3,0.22,109.7,0.426,marketing,Burnout
57.3,1.04,6.6,0.769,hr,Healthy
9.4,0.34,55.8,0.22,marketing,Burnout
28.8,0.32,69.7,0.393,hr,Burnout
38.4,1.13,8.5,0.83,product,Healthy
51.2,1.26,27.2,0.979,hr,Healthy
47.3,1.8,23.4,0.704,sales,Healthy
37.0,0.23,18.7,0.44,engineering,Burnout
58.4,0.37,8.2,0.648,sales,Stressed
4.6,0.52,42.9,0.637,product,Stressed
20.7,0.25,41.5,0.299,sales,Burnout
52.6,1.71,14.1,0.773,sales,Healthy
25.1,0.32,167.9,0.164,sales,Burnout
15.9,0.19,91.6,0.161,hr,Burnout
51.5,1.66,12.0,0.895,marketing,Healthy
30.1,0.59,33.1,0.677,hr,Stressed
55.2,0.93,1.3,0.633,hr,Healthy
38.3,0.24,60.3,0.677,product,Stressed
27.9,0.11,160.1,0.212,product,Burnout
17.2,0.13,44.9,0.332,product,Burnout
9.4,0.05,8.9,0.281,sales,Burnout
20.2,0.3,47.6,0.307,product,Burnout
0,0.35,98.7,0.327,sales,Burnout
24.5,0.23,129.4,0.474,engineering,Burnout
38.2,1.18,18.8,0.827,sales,Healthy
40.7,0.67,116.8,0.569,hr,Stressed
29.6,0.08,132.4,0.313,product,Burnout
44.4,1.39,24.8,0.954,engineering,Healthy
29.6,0.44,63.9,0.65,engineering,Stressed
40.9,1.2,13.7,0.891,engineering,Healthy
53.3,0.16,65.5,0.644,marketing,Stressed
